WKT,Status,x,y,Block
"POINT (4.50547472618797 34.6594669649854)",Not Start,4.5054747260,34.6594669600,G1
"POINT (4.50546884684426 34.6595388385084)",Not Start,4.5054688460,34.6595388300,G1
"POINT (4.5054639409097 34.6595981360793)",Not Start,4.5054639400,34.6595981300,G1
"POINT (4.50545998280454 34.6596461014606)",Not Start,4.5054599820,34.6596461000,G1
"POINT (4.50545517636001 34.6597054091177)",Not Start,4.5054551760,34.6597054000,G1
"POINT (4.5054492970163 34.6597772826407)",Not Start,4.5054492970,34.6597772800,G1
"POINT (4.50544341767259 34.6598491561638)",Not Start,4.5054434170,34.6598491500,G1
"POINT (4.5054374475524 34.6599219250972)",Not Start,4.5054374470,34.6599219200,G1
"POINT (4.50543147743222 34.6599946940306)",Not Start,4.5054314770,34.6599946900,G1
"POINT (4.50542559808851 34.6600665675536)",Not Start,4.5054255980,34.6600665600,G1
"POINT (4.50541961925477 34.6601384309904)",Not Start,4.5054196190,34.6601384300,G1
"POINT (4.50541374862461 34.6602112100101)",Not Start,4.5054137480,34.6602112100,G1
"POINT (4.50540777850443 34.6602839789434)",Not Start,4.5054077780,34.6602839700,G1
"POINT (4.50540189916072 34.6603558524665)",Not Start,4.5054018990,34.6603558500,G1
"POINT (4.50539699322616 34.6604151500373)",Not Start,4.5053969930,34.6604151500,G1
"POINT (4.50539303512099 34.6604631154186)",Not Start,4.5053930350,34.6604631100,G1
"POINT (4.50538822867646 34.6605224230757)",Not Start,4.5053882280,34.6605224200,G1
"POINT (4.50538234933275 34.6605942965988)",Not Start,4.5053823490,34.6605942900,G1
"POINT (4.50537637921257 34.6606670655322)",Not Start,4.5053763790,34.6606670600,G1
"POINT (4.50537040909238 34.6607398344656)",Not Start,4.5053704090,34.6607398300,G1
"POINT (4.50536452974867 34.6608117079886)",Not Start,4.5053645290,34.6608117000,G1
"POINT (4.50535865040496 34.6608835815117)",Not Start,4.5053586500,34.6608835800,G1
"POINT (4.50535268028478 34.6609563504451)",Not Start,4.5053526800,34.6609563500,G1
"POINT (4.5053467101646 34.6610291193784)",Not Start,4.5053467100,34.6610291100,G1
"POINT (4.50534083082089 34.6611009929015)",Not Start,4.5053408300,34.6611009900,G1
"POINT (4.50533485198712 34.6611728563383)",Not Start,4.5053348520,34.6611728500,G1
"POINT (4.50533004655124 34.6612321540464)",Not Start,4.5053300460,34.6612321500,G1
"POINT (4.50567138026431 34.658018945664)",Not Start,4.5056713800,34.6580189400,G1
"POINT (4.50566657482844 34.6580782433721)",Not Start,4.5056665740,34.6580782400,G1
"POINT (4.50566069548473 34.6581501168951)",Not Start,4.5056606950,34.6581501100,G1
"POINT (4.50565481614102 34.6582219904182)",Not Start,4.5056548160,34.6582219900,G1
"POINT (4.5056488450122 34.6582947693006)",Not Start,4.5056488450,34.6582947600,G1
"POINT (4.50564287489199 34.658367538234)",Not Start,4.5056428740,34.6583675300,G1
"POINT (4.50563699554828 34.658439411757)",Not Start,4.5056369950,34.6584394100,G1
"POINT (4.50563111620457 34.6585112852801)",Not Start,4.5056311160,34.6585112800,G1
"POINT (4.50562514608439 34.6585840542135)",Not Start,4.5056251460,34.6585840500,G1
"POINT (4.5056191759642 34.6586568231468)",Not Start,4.5056191760,34.6586568200,G1
"POINT (4.50561329662049 34.6587286966699)",Not Start,4.5056132960,34.6587286900,G1
"POINT (4.50560839169456 34.6587879842917)",Not Start,4.5056083910,34.6587879800,G1
"POINT (4.50560443258077 34.658835959622)",Not Start,4.5056044320,34.6588359500,G1
"POINT (4.50559962714489 34.6588952573301)",Not Start,4.5055996270,34.6588952500,G1
"POINT (4.50559374780118 34.6589671308532)",Not Start,4.5055937470,34.6589671300,G1
"POINT (4.505587777681 34.6590398997866)",Not Start,4.5055877770,34.6590398900,G1
"POINT (4.50558180655219 34.6591126786689)",Not Start,4.5055818060,34.6591126700,G1
"POINT (4.50557592720845 34.659184552192)",Not Start,4.5055759270,34.6591845500,G1
"POINT (4.50557004786474 34.6592564257151)",Not Start,4.5055700470,34.6592564200,G1
"POINT (4.50556407774455 34.6593291946485)",Not Start,4.5055640770,34.6593291900,G1
"POINT (4.50555810762437 34.6594019635818)",Not Start,4.5055581070,34.6594019600,G1
"POINT (4.50555222828066 34.6594738371049)",Not Start,4.5055522280,34.6594738300,G1
"POINT (4.50554634893695 34.659545710628)",Not Start,4.5055463480,34.6595457100,G1
"POINT (4.50554144401102 34.6596049982498)",Not Start,4.5055414440,34.6596049900,G1
"POINT (4.50553748489723 34.6596529735801)",Not Start,4.5055374840,34.6596529700,G1
"POINT (4.50553267946135 34.6597122712882)",Not Start,4.5055326790,34.6597122700,G1
"POINT (4.50552680011764 34.6597841448113)",Not Start,4.5055268000,34.6597841400,G1
"POINT (4.50552092077393 34.6598560183343)",Not Start,4.5055209200,34.6598560100,G1
"POINT (4.50551495065374 34.6599287872677)",Not Start,4.5055149500,34.6599287800,G1
"POINT (4.50550898053356 34.6600015562011)",Not Start,4.5055089800,34.6600015500,G1
"POINT (4.50550310118982 34.6600734297241)",Not Start,4.5055031010,34.6600734200,G1
"POINT (4.50549722184611 34.6601453032472)",Not Start,4.5054972210,34.6601453000,G1
"POINT (4.5054912507173 34.6602180821296)",Not Start,4.5054912500,34.6602180800,G1
"POINT (4.50548528059712 34.660290851063)",Not Start,4.5054852800,34.6602908500,G1
"POINT (4.50547940125341 34.660362724586)",Not Start,4.5054794010,34.6603627200,G1
"POINT (4.50547449632747 34.6604220122079)",Not Start,4.5054744960,34.6604220100,G1
"POINT (4.50547053721368 34.6604699875382)",Not Start,4.5054705370,34.6604699800,G1
"POINT (4.50546573177781 34.6605292852463)",Not Start,4.5054657310,34.6605292800,G1
"POINT (4.5054598524341 34.6606011587693)",Not Start,4.5054598520,34.6606011500,G1
"POINT (4.50545388231391 34.6606739277027)",Not Start,4.5054538820,34.6606739200,G1
"POINT (4.50544791219373 34.6607466966361)",Not Start,4.5054479120,34.6607466900,G1
"POINT (4.50544203285002 34.6608185701591)",Not Start,4.5054420320,34.6608185700,G1
"POINT (4.50543615350628 34.6608904436822)",Not Start,4.5054361530,34.6608904400,G1
"POINT (4.5054301833861 34.6609632126156)",Not Start,4.5054301830,34.6609632100,G1
"POINT (4.50542421225728 34.661035991498)",Not Start,4.5054242120,34.6610359900,G1
"POINT (4.50541833291357 34.661107865021)",Not Start,4.5054183320,34.6611078600,G1
"POINT (4.50541245356986 34.6611797385441)",Not Start,4.5054124530,34.6611797300,G1
"POINT (4.50540754864393 34.6612390261659)",Not Start,4.5054075480,34.6612390200,G1
"POINT (4.50574898184706 34.6580258278698)",Not Start,4.5057489810,34.6580258200,G1
"POINT (4.50574407692112 34.6580851154916)",Not Start,4.5057440760,34.6580851100,G1
"POINT (4.50573819757741 34.6581569890147)",Not Start,4.5057381970,34.6581569800,G1
"POINT (4.5057323182337 34.6582288625377)",Not Start,4.5057323180,34.6582288600,G1
"POINT (4.50572634811352 34.6583016314711)",Not Start,4.5057263480,34.6583016300,G1
"POINT (4.50572037799334 34.6583744004045)",Not Start,4.5057203780,34.6583744000,G1
"POINT (4.50571449864962 34.6584462739275)",Not Start,4.5057144980,34.6584462700,G1
"POINT (4.50570861930592 34.6585181474506)",Not Start,4.5057086190,34.6585181400,G1
"POINT (4.50570264918573 34.658590916384)",Not Start,4.5057026490,34.6585909100,G1
"POINT (4.50569667906555 34.6586636853174)",Not Start,4.5056966790,34.6586636800,G1
"POINT (4.50569079972184 34.6587355588404)",Not Start,4.5056907990,34.6587355500,G1
"POINT (4.50568589378727 34.6587948564113)",Not Start,4.5056858930,34.6587948500,G1
"POINT (4.50568203517214 34.6588428318788)",Not Start,4.5056820350,34.6588428300,G1
"POINT (4.50567712923758 34.6589021294497)",Not Start,4.5056771290,34.6589021200,G1
"POINT (4.50567124989387 34.6589740029727)",Not Start,4.5056712490,34.6589740000,G1
"POINT (4.50566527977369 34.6590467719061)",Not Start,4.5056652790,34.6590467700,G1
"POINT (4.5056593096535 34.6591195408395)",Not Start,4.5056593090,34.6591195400,G1
"POINT (4.50565343030979 34.6591914143625)",Not Start,4.5056534300,34.6591914100,G1
"POINT (4.50564755096608 34.6592632878856)",Not Start,4.5056475510,34.6592632800,G1
"POINT (4.5056415808459 34.659336056819)",Not Start,4.5056415800,34.6593360500,G1
"POINT (4.50563561072571 34.6594088257524)",Not Start,4.5056356100,34.6594088200,G1
"POINT (4.505629731382 34.6594806992754)",Not Start,4.5056297310,34.6594806900,G1
"POINT (4.50562385203829 34.6595525727985)",Not Start,4.5056238520,34.6595525700,G1
"POINT (4.50561894610373 34.6596118703693)",Not Start,4.5056189460,34.6596118700,G1
"POINT (4.50561498799857 34.6596598357506)",Not Start,4.5056149880,34.6596598300,G1
"POINT (4.50561018155404 34.6597191434077)",Not Start,4.5056101810,34.6597191400,G1
"POINT (4.50560430221033 34.6597910169308)",Not Start,4.5056043020,34.6597910100,G1
"POINT (4.50559842286662 34.6598628904539)",Not Start,4.5055984220,34.6598628900,G1
"POINT (4.50559245274643 34.6599356593872)",Not Start,4.5055924520,34.6599356500,G1
"POINT (4.50558648262625 34.6600084283206)",Not Start,4.5055864820,34.6600084200,G1
"POINT (4.50558060328254 34.6600803018437)",Not Start,4.5055806030,34.6600803000,G1
"POINT (4.50557472393883 34.6601521753667)",Not Start,4.5055747230,34.6601521700,G1
"POINT (4.50556875381864 34.6602249443001)",Not Start,4.5055687530,34.6602249400,G1
"POINT (4.50556278369846 34.6602977132335)",Not Start,4.5055627830,34.6602977100,G1
"POINT (4.50555690435475 34.6603695867565)",Not Start,4.5055569040,34.6603695800,G1
"POINT (4.50555199942882 34.6604288743784)",Not Start,4.5055519990,34.6604288700,G1
"POINT (4.50554804031503 34.6604768497087)",Not Start,4.5055480400,34.6604768400,G1
"POINT (4.50554323487912 34.6605361474168)",Not Start,4.5055432340,34.6605361400,G1
"POINT (4.50553735553541 34.6606080209398)",Not Start,4.5055373550,34.6606080200,G1
"POINT (4.5055313844066 34.6606807998222)",Not Start,4.5055313840,34.6606807900,G1
"POINT (4.50552541428641 34.6607535687556)",Not Start,4.5055254140,34.6607535600,G1
"POINT (4.5055195349427 34.6608254422787)",Not Start,4.5055195340,34.6608254400,G1
"POINT (4.50551365559899 34.6608973158017)",Not Start,4.5055136550,34.6608973100,G1
"POINT (4.50550768547881 34.6609700847351)",Not Start,4.5055076850,34.6609700800,G1
"POINT (4.50550171535863 34.6610428536685)",Not Start,4.5055017150,34.6610428500,G1
"POINT (4.50549583601492 34.6611147271915)",Not Start,4.5054958360,34.6611147200,G1
"POINT (4.50548995667121 34.6611866007146)",Not Start,4.5054899560,34.6611866000,G1
"POINT (4.50548505174527 34.6612458883364)",Not Start,4.5054850510,34.6612458800,G1
"POINT (4.5058264849484 34.6580326900403)",Not Start,4.5058264840,34.6580326900,G1
"POINT (4.50582158002247 34.6580919776621)",Not Start,4.5058215800,34.6580919700,G1
"POINT (4.50581570067876 34.6581638511852)",Not Start,4.5058157000,34.6581638500,G1
"POINT (4.50580982133505 34.6582357247082)",Not Start,4.5058098210,34.6582357200,G1
"POINT (4.50580385121486 34.6583084936416)",Not Start,4.5058038510,34.6583084900,G1
"POINT (4.50579788008605 34.658381272524)",Not Start,4.5057978800,34.6583812700,G1
"POINT (4.50579200074231 34.6584531460471)",Not Start,4.5057920000,34.6584531400,G1
"POINT (4.5057861213986 34.6585250195701)",Not Start,4.5057861210,34.6585250100,G1
"POINT (4.50578015127842 34.6585977885035)",Not Start,4.5057801510,34.6585977800,G1
"POINT (4.50577418115823 34.6586705574369)",Not Start,4.5057741810,34.6586705500,G1
"POINT (4.50576830181452 34.65874243096)",Not Start,4.5057683010,34.6587424300,G1
"POINT (4.50576339688859 34.6588017185818)",Not Start,4.5057633960,34.6588017100,G1
"POINT (4.50575953726486 34.6588497039984)",Not Start,4.5057595370,34.6588497000,G1
"POINT (4.50575463233892 34.6589089916202)",Not Start,4.5057546320,34.6589089900,G1
"POINT (4.50574875299521 34.6589808651432)",Not Start,4.5057487530,34.6589808600,G1
"POINT (4.50574278287503 34.6590536340766)",Not Start,4.5057427820,34.6590536300,G1
"POINT (4.50573681275484 34.65912640301)",Not Start,4.5057368120,34.6591264000,G1
"POINT (4.50573093341113 34.6591982765331)",Not Start,4.5057309330,34.6591982700,G1
"POINT (4.5057250540674 34.6592701500561)",Not Start,4.5057250540,34.6592701500,G1
"POINT (4.50571908293858 34.6593429289385)",Not Start,4.5057190820,34.6593429200,G1
"POINT (4.5057131128184 34.6594156978719)",Not Start,4.5057131120,34.6594156900,G1
"POINT (4.50570723347469 34.6594875713949)",Not Start,4.5057072330,34.6594875700,G1
"POINT (4.50570135413098 34.659559444918)",Not Start,4.5057013540,34.6595594400,G1
"POINT (4.50569644920505 34.6596187325398)",Not Start,4.5056964490,34.6596187300,G1
"POINT (4.50569258958131 34.6596667179564)",Not Start,4.5056925890,34.6596667100,G1
"POINT (4.50568768465538 34.6597260055782)",Not Start,4.5056876840,34.6597260000,G1
"POINT (4.50568180531167 34.6597978791013)",Not Start,4.5056818050,34.6597978700,G1
"POINT (4.50567592596796 34.6598697526244)",Not Start,4.5056759260,34.6598697500,G1
"POINT (4.50566995584778 34.6599425215577)",Not Start,4.5056699550,34.6599425200,G1
"POINT (4.50566398572759 34.6600152904911)",Not Start,4.5056639850,34.6600152900,G1
"POINT (4.50565810638385 34.6600871640142)",Not Start,4.5056581060,34.6600871600,G1
"POINT (4.50565222704014 34.6601590375373)",Not Start,4.5056522270,34.6601590300,G1
"POINT (4.50564625691996 34.6602318064706)",Not Start,4.5056462560,34.6602318000,G1
"POINT (4.50564028579115 34.660304585353)",Not Start,4.5056402850,34.6603045800,G1
"POINT (4.50563440644744 34.6603764588761)",Not Start,4.5056344060,34.6603764500,G1
"POINT (4.5056295015215 34.6604357464979)",Not Start,4.5056295010,34.6604357400,G1
"POINT (4.50562554240771 34.6604837218282)",Not Start,4.5056255420,34.6604837200,G1
"POINT (4.50562073697184 34.6605430195363)",Not Start,4.5056207370,34.6605430100,G1
"POINT (4.50561485762813 34.6606148930594)",Not Start,4.5056148570,34.6606148900,G1
"POINT (4.50560888750794 34.6606876619928)",Not Start,4.5056088870,34.6606876600,G1
"POINT (4.50560291738776 34.6607604309261)",Not Start,4.5056029170,34.6607604300,G1
"POINT (4.50559703804405 34.6608323044492)",Not Start,4.5055970380,34.6608323000,G1
"POINT (4.50559115870031 34.6609041779722)",Not Start,4.5055911580,34.6609041700,G1
"POINT (4.50558518858013 34.6609769469056)",Not Start,4.5055851880,34.6609769400,G1
"POINT (4.50557921845994 34.661049715839)",Not Start,4.5055792180,34.6610497100,G1
"POINT (4.5055733381076 34.6611215993111)",Not Start,4.5055733380,34.6611215900,G1
"POINT (4.50556745876389 34.6611934728341)",Not Start,4.5055674580,34.6611934700,G1
"POINT (4.50556255383796 34.661252760456)",Not Start,4.5055625530,34.6612527600,G1
"POINT (4.50590398804972 34.6580395522108)",Not Start,4.5059039880,34.6580395500,G1
"POINT (4.50589908211515 34.6580988497816)",Not Start,4.5058990820,34.6580988400,G1
"POINT (4.50589320277144 34.6581707233047)",Not Start,4.5058932020,34.6581707200,G1
"POINT (4.50588732342773 34.6582425968278)",Not Start,4.5058873230,34.6582425900,G1
"POINT (4.50588135330755 34.6583153657612)",Not Start,4.5058813530,34.6583153600,G1
"POINT (4.50587538318737 34.6583881346945)",Not Start,4.5058753830,34.6583881300,G1
"POINT (4.50586950384366 34.6584600082176)",Not Start,4.5058695030,34.6584600000,G1
"POINT (4.50586362449995 34.6585318817407)",Not Start,4.5058636240,34.6585318800,G1
"POINT (4.50585765437976 34.658604650674)",Not Start,4.5058576540,34.6586046500,G1
"POINT (4.50585168425958 34.6586774196074)",Not Start,4.5058516840,34.6586774100,G1
"POINT (4.50584580491587 34.6587492931305)",Not Start,4.5058458040,34.6587492900,G1
"POINT (4.50584089898131 34.6588085907013)",Not Start,4.5058408990,34.6588085900,G1
"POINT (4.50583704036617 34.6588565661689)",Not Start,4.5058370400,34.6588565600,G1
"POINT (4.50583213443161 34.6589158637397)",Not Start,4.5058321340,34.6589158600,G1
"POINT (4.5058262550879 34.6589877372628)",Not Start,4.5058262550,34.6589877300,G1
"POINT (4.50582028496772 34.6590605061962)",Not Start,4.5058202850,34.6590605000,G1
"POINT (4.50581431484753 34.6591332751295)",Not Start,4.5058143140,34.6591332700,G1
"POINT (4.50580843550382 34.6592051486526)",Not Start,4.5058084350,34.6592051400,G1
"POINT (4.50580255616011 34.6592770221757)",Not Start,4.5058025560,34.6592770200,G1
"POINT (4.50579658603993 34.659349791109)",Not Start,4.5057965860,34.6593497900,G1
"POINT (4.50579061591974 34.6594225600424)",Not Start,4.5057906150,34.6594225600,G1
"POINT (4.50578473657603 34.6594944335655)",Not Start,4.5057847360,34.6594944300,G1
"POINT (4.50577885723232 34.6595663070885)",Not Start,4.5057788570,34.6595663000,G1
"POINT (4.50577395230639 34.6596255947104)",Not Start,4.5057739520,34.6596255900,G1
"POINT (4.50577009268263 34.6596735801269)",Not Start,4.5057700920,34.6596735800,G1
"POINT (4.50576518775669 34.6597328677488)",Not Start,4.5057651870,34.6597328600,G1
"POINT (4.50575930841299 34.6598047412718)",Not Start,4.5057593080,34.6598047400,G1
"POINT (4.50575342906928 34.6598766147949)",Not Start,4.5057534290,34.6598766100,G1
"POINT (4.50574745794046 34.6599493936773)",Not Start,4.5057474570,34.6599493900,G1
"POINT (4.50574148782028 34.6600221626107)",Not Start,4.5057414870,34.6600221600,G1
"POINT (4.50573560847657 34.6600940361337)",Not Start,4.5057356080,34.6600940300,G1
"POINT (4.50572972913286 34.6601659096568)",Not Start,4.5057297290,34.6601659000,G1
"POINT (4.50572375901267 34.6602386785902)",Not Start,4.5057237590,34.6602386700,G1
"POINT (4.50571778889249 34.6603114475235)",Not Start,4.5057177880,34.6603114400,G1
"POINT (4.50571190954878 34.6603833210466)",Not Start,4.5057119090,34.6603833200,G1
"POINT (4.50570700462285 34.6604426086684)",Not Start,4.5057070040,34.6604426000,G1
"POINT (4.50570314499909 34.660490594085)",Not Start,4.5057031450,34.6604905900,G1
"POINT (4.50569824007315 34.6605498817068)",Not Start,4.5056982400,34.6605498800,G1
"POINT (4.50569236072944 34.6606217552299)",Not Start,4.5056923600,34.6606217500,G1
"POINT (4.50568639060926 34.6606945241633)",Not Start,4.5056863900,34.6606945200,G1
"POINT (4.50568041948044 34.6607673030457)",Not Start,4.5056804190,34.6607673000,G1
"POINT (4.50567454013674 34.6608391765687)",Not Start,4.5056745400,34.6608391700,G1
"POINT (4.50566866079303 34.6609110500918)",Not Start,4.5056686600,34.6609110500,G1
